Order ID,Product,Category,Quantity Ordered,Price Each,Order Date,Purchase Address
1432,ThinkPad Laptop,Electronics,1.0,999.99,2025-03-25 15:58:13,"1624 Patricia Drive, Justinhaven, WI 62582"
1433,Blender,Home Appliances,4.0,39.99,2025-03-26 07:14:50,"2033 Robinson Stravenue, Jaybury, DE 64591"
1434,AAA Batteries (4-pack),Electronics,,5.49,2025-03-12 06:39:59,"46990 Allen Prairie, Codyville, NY 46201"
1435,Flatscreen TV,Electronics,1.0,300.0,2025-02-12 08:55:09,"1389 Hammond Plains Apt. 876, Port Kennethberg, LA 04989"
1436,USB-C Charging Cable,Electronics,4.0,11.95,2025-03-13 09:58:23,"95553 Collins Ville, Dunnmouth, MO 68273"
1437,Coffee Maker,Home Appliances,5.0,89.99,2025-01-21 15:42:41,"81925 Campbell Road, Amystad, MS 61126"
1438,ThinkPad Laptop,Electronics,2.0,999.99,2025-02-10 13:22:04,"100 Perez Ports, Davisport, LA 94425"
1439,ThinkPad Laptop,Electronics,1.0,999.99,2025-01-24 17:44:32,"7744 Michelle Light, Lake Bryanburgh, CA 33881"
1440,Bose Headphones,Electronics,5.0,99.99,2025-03-04 05:33:51,"5352 Caleb Cove Suite 894, Lake Davidville, MD 37744"
1441,Coffee Maker,Home Appliances,5.0,89.99,2025-04-14 09:44:36,"963 Brandon Camp, New Nathanfort, NV 12786"
1442,USB-C Charging Cable,Electronics,2.0,11.95,2025-04-12 23:20:30,"505 James Shores Apt. 609, New Kevin, OH 97039"
1443,AAA Batteries (4-pack),Electronics,5.0,5.49,2025-02-13 22:29:22,"605 Price Trail, South Veronica, ID 50809"
1444,Wool Socks,Clothing,,7.99,2025-04-18 21:14:14,"32422 Mark Mountains Suite 428, Lovemouth, ME 58028"
1445,Bose Headphones,Electronics,4.0,99.99,2025-01-29 23:41:47,"345 Arias Street, Michaelport, IL 51098"
1446,AAA Batteries (4-pack),Electronics,,5.49,2025-01-18 10:15:19,"21063 Banks Union, Port Cherylborough, MD 10894"
1447,Coffee Maker,Home Appliances,,89.99,2025-03-25 03:38:56,"26016 Zachary Valleys Apt. 080, Port Richard, KY 48407"
1448,Bose Headphones,Electronics,2.0,99.99,2025-02-18 17:16:26,"2523 Nichols Summit Apt. 428, South Steven, NM 16580"
1449,USB-C Charging Cable,Electronics,,11.95,2025-02-24 13:08:35,"USCGC Dillon, FPO AP 88006"
1450,Google Home Mini,Electronics,1.0,49.99,2025-03-16 15:35:32,"20137 Corey Bridge Suite 688, East Stephen, NM 48511"
1451,Wool Socks,Clothing,3.0,7.99,2025-03-09 11:59:02,"31274 Stewart Pass, North Arielberg, RI 01630"
1452,USB-C Charging Cable,Electronics,5.0,11.95,2025-02-07 00:31:00,"56623 Mejia Tunnel, Hoodberg, NM 48526"
1453,Coffee Maker,Home Appliances,4.0,89.99,2025-04-15 00:20:25,"USS Richard, FPO AE 93172"
1454,Google Home Mini,Electronics,1.0,49.99,2025-03-30 11:00:20,"73172 Love Spur, Angelahaven, TX 16722"
1455,Google Home Mini,Electronics,5.0,49.99,2025-04-04 00:56:31,"90136 David Gateway, West Colleen, OK 54072"
1456,Blender,Home Appliances,1.0,39.99,2025-03-14 21:16:42,"50328 Adams Crossroad, Michelleshire, DE 27437"
1457,T-Shirt,Clothing,1.0,19.99,2025-04-14 05:01:12,"USNV Doyle, FPO AP 21101"
1458,Wool Socks,Clothing,,7.99,2025-04-15 13:36:20,"022 Braun Valleys, Port James, NH 83920"
1459,USB-C Charging Cable,Electronics,3.0,11.95,2025-02-20 14:10:48,"72999 Bryan Mountains Apt. 566, Jeremyhaven, NV 26662"
1460,USB-C Charging Cable,Electronics,5.0,11.95,2025-04-18 12:26:03,"07661 David Glens Apt. 669, South David, CA 69051"
1461,Google Home Mini,Electronics,5.0,49.99,2025-03-04 21:00:08,"7067 Edwards Neck, North Taylor, RI 84066"
1462,Coffee Maker,Home Appliances,1.0,89.99,2025-02-02 13:32:17,"USNV Zamora, FPO AP 49910"
1463,AAA Batteries (4-pack),Electronics,2.0,5.49,2025-01-21 08:33:31,"3067 Walker Glen, New Jennifer, MD 24333"
1464,AAA Batteries (4-pack),Electronics,3.0,5.49,2025-02-03 08:49:22,"19978 Brandon Dam Suite 132, New Amber, LA 76039"
1465,Wool Socks,Clothing,5.0,7.99,2025-02-06 00:03:19,"46019 Holly Falls Apt. 406, West Barbara, ND 64753"
1466,Bose Headphones,Electronics,4.0,99.99,2025-01-29 22:47:12,"861 Kendra Circles Suite 005, Allentown, CT 56660"
1467,Coffee Maker,Home Appliances,,89.99,2025-02-04 23:52:43,"859 Christopher Spring Suite 095, North Maxwell, KY 74522"
1468,USB-C Charging Cable,Electronics,1.0,11.95,2025-04-08 08:09:54,"25234 Angela Cove Apt. 056, North Christopherton, FL 40998"
1469,Flatscreen TV,Electronics,4.0,300.0,2025-03-13 20:49:36,"7838 Jones Common, Craneshire, RI 84572"
1470,Bose Headphones,Electronics,1.0,99.99,2025-02-21 03:29:00,"Unit 7718 Box 4880, DPO AP 36095"
1471,T-Shirt,Clothing,,19.99,2025-01-29 20:23:58,"737 Sloan Fall Suite 425, East James, LA 35388"
1472,Wool Socks,Clothing,4.0,7.99,2025-03-02 17:05:18,"422 Teresa Hill Suite 357, Bettyville, RI 44518"
1473,Blender,Home Appliances,3.0,39.99,2025-03-06 11:19:25,"247 Campbell Station Apt. 115, Jameshaven, NH 35485"
1474,AAA Batteries (4-pack),Electronics,2.0,5.49,2025-01-19 08:17:04,"974 Nathan Loop Suite 066, Rasmussenside, WA 60730"
1475,Coffee Maker,Home Appliances,2.0,89.99,2025-04-12 14:44:49,"721 Phillip Cliff Suite 163, Frenchshire, MD 55389"
1476,Blender,Home Appliances,4.0,39.99,2025-03-02 23:41:27,"555 Andrew Views, South Amandachester, CA 09342"
1477,Coffee Maker,Home Appliances,2.0,89.99,2025-02-18 10:21:15,"7716 Joshua Bridge Suite 014, Lake Maria, MT 72085"
1478,Google Home Mini,Electronics,4.0,49.99,2025-02-14 02:18:09,"729 Whitaker Ville, Taylorside, NV 13865"
1479,Bose Headphones,Electronics,,99.99,2025-02-01 14:16:09,"14717 Jennifer Falls Suite 139, Lauraside, SD 60671"
1480,Coffee Maker,Home Appliances,3.0,89.99,2025-03-12 03:08:35,"8597 Ross Manors Suite 770, South Nancy, OH 02925"
1481,AAA Batteries (4-pack),Electronics,2.0,5.49,2025-02-16 06:43:43,"628 Davis Route Suite 491, North James, AR 97453"
1482,ThinkPad Laptop,Electronics,,999.99,2025-03-17 04:24:08,"0986 Jake Grove, Port Kayla, GA 29028"
1483,ThinkPad Laptop,Electronics,2.0,999.99,2025-02-12 14:53:18,"820 Ronald Court Apt. 364, Robinsontown, UT 34842"
1484,Google Home Mini,Electronics,3.0,49.99,2025-03-10 23:20:47,"36507 Joshua Ports Apt. 386, West Davidberg, CA 96121"
1485,Blender,Home Appliances,4.0,39.99,2025-04-17 08:10:29,"4300 Maria Overpass, Lake Elizabethmouth, CO 59106"
1486,ThinkPad Laptop,Electronics,2.0,999.99,2025-03-19 01:15:45,"335 Roberts Passage Apt. 310, Murrayfort, NH 58443"
1487,USB-C Charging Cable,Electronics,2.0,11.95,2025-04-11 00:39:52,"906 Kimberly Views Suite 397, Stephenmouth, TX 83492"
1488,Google Home Mini,Electronics,5.0,49.99,2025-01-27 07:07:22,"923 Jennifer Mission Apt. 748, South Paigeview, ME 20466"
1489,Flatscreen TV,Electronics,4.0,300.0,2025-03-19 18:57:18,"1307 Morales Center Suite 463, Brandonton, OH 40206"
1490,AAA Batteries (4-pack),Electronics,4.0,5.49,2025-03-12 00:50:50,"140 Kline Court Suite 810, Jenniferfurt, HI 74301"
1491,Google Home Mini,Electronics,1.0,49.99,2025-03-23 00:56:05,"0368 Thomas Corner, Rodneystad, AZ 54740"
1492,Bose Headphones,Electronics,2.0,99.99,2025-04-05 00:46:04,"3987 Jennifer Meadows Apt. 208, South Nathanborough, MO 68605"
1493,Coffee Maker,Home Appliances,,89.99,2025-03-15 14:29:23,"766 Hoover Heights Suite 428, Robertville, CA 97811"
1494,Flatscreen TV,Electronics,3.0,300.0,2025-03-05 03:27:16,"7866 Madeline Groves, North Dianefort, FL 46318"
1495,Wool Socks,Clothing,,7.99,2025-04-08 03:04:51,"884 Rebekah Mountain Apt. 546, Lake Timothy, ND 54222"
1496,Blender,Home Appliances,1.0,39.99,2025-02-10 18:36:33,"002 Patton Mission Apt. 865, North Jose, MI 78292"
1497,USB-C Charging Cable,Electronics,3.0,11.95,2025-03-01 19:54:48,"9054 Reynolds Haven Apt. 187, New Katherine, KS 33458"
1498,T-Shirt,Clothing,5.0,19.99,2025-03-23 03:10:18,"86383 Anna Harbors, Craigville, IN 15340"
1499,Blender,Home Appliances,1.0,39.99,2025-01-18 04:13:34,"03565 Luke Valley, Wendyburgh, MT 25182"
1500,T-Shirt,Clothing,,19.99,2025-02-18 13:53:15,"59446 Jennifer Isle Apt. 393, Port Michaelhaven, CA 07983"
1501,Google Home Mini,Electronics,3.0,49.99,2025-03-10 02:10:06,"31362 Shaffer Pass Suite 491, Patrickville, NY 91847"
1502,Flatscreen TV,Electronics,2.0,300.0,2025-03-26 09:23:19,"190 Heather Roads Suite 682, West Heatherburgh, WY 40881"
1503,Flatscreen TV,Electronics,1.0,300.0,2025-01-22 10:25:49,"848 Stephen Highway Apt. 776, East Ruthstad, NV 29731"
1504,Bose Headphones,Electronics,2.0,99.99,2025-02-17 22:48:43,"7311 White Fords Apt. 100, Douglasview, AR 80642"
1505,Blender,Home Appliances,2.0,39.99,2025-03-20 09:55:56,"014 Bowers Mall Suite 346, Copelandmouth, RI 68894"
1506,T-Shirt,Clothing,,19.99,2025-01-24 00:06:09,"57295 Daniel Mission, West Shelly, MT 12521"
1507,Blender,Home Appliances,,39.99,2025-04-04 21:27:35,"49196 Jessica Neck, Patrickfurt, PA 37790"
1508,Blender,Home Appliances,,39.99,2025-01-23 02:03:09,"646 Thomas Mountain, Watsonville, RI 24841"
1509,Bose Headphones,Electronics,2.0,99.99,2025-03-09 15:00:45,"078 Timothy Plain, New Tammy, FL 86623"
1510,Google Home Mini,Electronics,3.0,49.99,2025-03-01 05:04:47,"3893 Vincent Harbor, South David, MS 92229"
1511,T-Shirt,Clothing,1.0,19.99,2025-03-30 05:35:41,"965 Lopez Valley, Arieltown, NM 35517"
1512,USB-C Charging Cable,Electronics,5.0,11.95,2025-02-12 04:14:59,"1088 Bernard Motorway, Adamland, DE 41879"
1513,Bose Headphones,Electronics,5.0,99.99,2025-02-16 22:12:40,"47524 Tyler Burgs Apt. 975, South Julianchester, CA 26248"
1514,T-Shirt,Clothing,1.0,19.99,2025-02-05 04:46:07,"0954 Gary Ridges, Veronicaton, GA 02380"
1515,ThinkPad Laptop,Electronics,5.0,999.99,2025-03-03 07:10:23,"USCGC Jones, FPO AE 57053"
1516,Wool Socks,Clothing,5.0,7.99,2025-04-15 02:06:18,"PSC 5778, Box 8302, APO AA 52646"
1517,Google Home Mini,Electronics,,49.99,2025-02-28 22:19:04,"91545 Daniel Courts Apt. 942, Margaretborough, KS 21444"
1518,Coffee Maker,Home Appliances,1.0,89.99,2025-02-20 01:52:59,"549 Julia Radial, South Larryshire, MS 33985"
1519,USB-C Charging Cable,Electronics,,11.95,2025-03-13 11:05:27,"888 Tyler Haven Suite 780, Cookport, KS 94456"
1520,Flatscreen TV,Electronics,5.0,300.0,2025-03-04 02:08:07,"0158 Kimberly Spur Suite 855, Burnschester, MT 14161"
1521,ThinkPad Laptop,Electronics,3.0,999.99,2025-02-10 14:20:49,"6254 Stanley Ports, Lake Jessicatown, OR 38571"
1522,,Electronics,5.0,300.0,2025-03-11 03:46:32,"774 Hughes Pines Suite 989, Markview, MA 28021"
1523,Flatscreen TV,Electronics,1.0,300.0,2025-03-11 19:40:56,"431 Wood Plain, Dunnfort, UT 91649"
1524,Coffee Maker,Home Appliances,5.0,89.99,2025-01-25 09:37:06,"PSC 3694, Box 1658, APO AA 91658"
1525,ThinkPad Laptop,Electronics,4.0,999.99,2025-02-05 11:23:20,"930 White Mall Suite 060, Valerieberg, TN 84697"
1526,AAA Batteries (4-pack),Electronics,4.0,5.49,2025-02-11 12:30:12,"787 Alicia Curve, Saunderstown, MA 79780"
1527,AAA Batteries (4-pack),Electronics,1.0,5.49,2025-02-28 23:22:31,"337 Stuart Walks, North Jessicastad, MO 02779"
1528,Coffee Maker,Home Appliances,5.0,89.99,2025-04-04 05:01:20,"0280 Nicholas Fall Suite 406, West John, OR 85237"
1529,USB-C Charging Cable,Electronics,4.0,11.95,2025-01-27 22:05:16,"228 Baker Mountain Apt. 176, South Eric, LA 37353"
1530,Flatscreen TV,Electronics,3.0,300.0,2025-02-10 18:01:45,"012 Howard Turnpike, West Anna, VT 80400"
1531,AAA Batteries (4-pack),Electronics,5.0,5.49,2025-01-22 17:49:34,"PSC 3773, Box 8227, APO AA 75741"
1532,AAA Batteries (4-pack),Electronics,1.0,5.49,2025-03-29 16:02:22,"9523 Johnson Land, West Peter, OK 58851"
1533,Wool Socks,Clothing,5.0,7.99,2025-01-21 16:39:00,"522 Hogan Passage Apt. 353, West Elizabethchester, OK 16271"
1534,ThinkPad Laptop,Electronics,5.0,999.99,2025-04-09 04:46:46,"1131 David Fall Apt. 798, Sandovalbury, CT 68604"
1535,Blender,Home Appliances,,39.99,2025-02-19 21:15:30,"3335 Candace Views, South Williammouth, MA 41534"
1536,Flatscreen TV,Electronics,,300.0,2025-03-08 19:51:31,"8155 Harris Flats Apt. 304, Codyville, SD 33200"
1537,Coffee Maker,Home Appliances,2.0,89.99,2025-01-23 12:04:37,"766 Kevin Coves Suite 324, West Alexisstad, WV 97212"
1538,AAA Batteries (4-pack),Electronics,2.0,5.49,2025-02-13 08:29:34,"995 Baker Trafficway Apt. 780, Stewartchester, TN 90270"
1539,USB-C Charging Cable,Electronics,3.0,11.95,2025-02-19 20:54:50,"8065 Carolyn Drive Suite 984, Bassview, CO 73918"
1540,Google Home Mini,Electronics,3.0,49.99,2025-04-18 08:30:21,"0668 David Valleys, Solomonville, IA 66867"
1541,Wool Socks,Clothing,2.0,7.99,2025-04-17 09:30:06,"28785 Donald Plains, South Karina, NJ 94551"
1542,Coffee Maker,Home Appliances,4.0,89.99,2025-03-12 09:58:34,"922 William Estate, Sanchezfurt, DE 72347"
1543,Flatscreen TV,Electronics,5.0,300.0,2025-03-08 18:42:47,"6363 Long Island Apt. 883, Rodriguezmouth, FL 16594"
1544,AAA Batteries (4-pack),Electronics,1.0,5.49,2025-03-30 14:36:34,"991 Haley Vista, South Nathanielmouth, MN 85232"
1545,USB-C Charging Cable,Electronics,1.0,11.95,2025-03-23 00:01:35,"USNV Martinez, FPO AE 74250"
1546,Blender,Home Appliances,3.0,39.99,2025-01-26 16:44:08,"3486 Justin Crest, Huntertown, OK 39477"
1547,T-Shirt,Clothing,2.0,19.99,2025-03-10 17:01:18,"66964 Adams Skyway, Port Carol, AK 46947"
1548,Coffee Maker,Home Appliances,4.0,89.99,2025-03-24 06:36:17,"4926 Jessica Stravenue Suite 602, Danielport, RI 51516"
1549,Wool Socks,Clothing,5.0,7.99,2025-04-06 12:17:12,"920 Raymond Squares, New Albertbury, AL 16998"
1550,Wool Socks,Clothing,5.0,7.99,2025-04-13 07:25:54,"PSC 1007, Box 5218, APO AP 51354"
1551,Flatscreen TV,Electronics,4.0,300.0,2025-02-19 23:34:20,"019 Linda Unions, Hoffmanside, NH 85122"
1552,Blender,Home Appliances,2.0,39.99,2025-04-12 09:19:38,"668 Hudson Turnpike, West Sean, IA 62763"
1553,Blender,Home Appliances,4.0,39.99,2025-02-27 11:45:12,"922 Heather Turnpike Apt. 399, Petersenhaven, OR 01756"
1554,ThinkPad Laptop,Electronics,5.0,999.99,2025-03-15 12:30:27,"0213 Ronald Trace, Susanstad, AR 86563"
1555,USB-C Charging Cable,Electronics,2.0,11.95,2025-02-06 19:42:27,"2686 White Rest, Dawnport, AL 10570"
1556,AAA Batteries (4-pack),Electronics,3.0,5.49,2025-04-01 11:49:48,"9651 Parsons Plain, Timothyborough, ND 47238"
1557,Flatscreen TV,Electronics,1.0,300.0,2025-04-03 03:34:13,"6889 Dean Stravenue, West Kristinamouth, VT 38300"
1558,ThinkPad Laptop,Electronics,1.0,999.99,2025-03-06 08:22:01,"6302 Lori Fords Suite 887, Port Xavier, CO 98052"
1559,Flatscreen TV,Electronics,1.0,300.0,2025-03-26 15:59:38,"000 Sandy Plaza Apt. 701, South Jared, MS 50960"
1560,Flatscreen TV,Electronics,3.0,300.0,2025-03-25 23:27:49,"47342 Jacob Union, Clarktown, ME 89943"
1561,USB-C Charging Cable,Electronics,4.0,11.95,2025-04-14 15:10:55,"9112 Lane Common, South Julie, TX 38598"
1562,Google Home Mini,Electronics,1.0,49.99,2025-02-02 12:19:47,"431 Sandoval Pass, Jeremymouth, NV 51380"
1563,AAA Batteries (4-pack),Electronics,5.0,5.49,2025-03-05 03:43:04,"0171 Sharp Stravenue, Dorothymouth, WI 38761"
1564,Coffee Maker,Home Appliances,2.0,89.99,2025-01-28 02:46:27,"3881 Price Brook, New Stevechester, SC 76874"
1565,USB-C Charging Cable,Electronics,4.0,11.95,2025-04-16 05:32:53,"854 Sims Port, Carolchester, MN 46815"
1566,Google Home Mini,Electronics,4.0,49.99,2025-03-27 19:59:35,"194 Evans Underpass Apt. 622, Port Bryanfurt, KS 30896"
1567,Coffee Maker,Home Appliances,2.0,89.99,2025-04-18 09:52:31,"60163 Palmer Dam Suite 045, Yvonnefort, NM 49215"
1568,Flatscreen TV,Electronics,,300.0,2025-02-11 23:28:55,"5794 Wagner Plains Apt. 979, Luisfurt, KY 09667"
1569,Google Home Mini,Electronics,,49.99,2025-04-07 11:40:17,"245 Hall Mount Apt. 061, Kaylatown, IN 12443"
1570,Coffee Maker,Home Appliances,5.0,89.99,2025-04-02 16:36:54,"4712 Lewis Fork Apt. 960, East Tyler, DE 53377"
1571,USB-C Charging Cable,Electronics,4.0,11.95,2025-04-15 15:59:58,"718 Harrison Mill Suite 443, Port Jadetown, MI 07286"
1572,Blender,Home Appliances,5.0,39.99,2025-03-15 08:49:50,"80287 Stephanie Underpass Suite 331, Porterbury, DE 38318"
1573,AAA Batteries (4-pack),Electronics,,5.49,2025-03-15 21:52:08,"1368 Webb Knoll, North Jessica, WA 32048"
1574,Coffee Maker,Home Appliances,3.0,89.99,2025-03-16 03:33:35,"40786 Heather Stream, Garyton, FL 47019"
1575,Flatscreen TV,Electronics,5.0,300.0,2025-04-17 10:24:06,"7518 Palmer Hills, Collinsborough, MA 05872"
1576,Google Home Mini,Electronics,2.0,49.99,2025-03-22 20:35:30,"13454 Bell Ridges, Josephton, OR 63770"
1577,Coffee Maker,Home Appliances,5.0,89.99,2025-04-08 08:50:30,"Unit 0234 Box 8882, DPO AA 39407"
1578,Coffee Maker,Home Appliances,5.0,89.99,2025-02-07 08:00:52,"899 Michael Streets, South Coreyborough, ND 94713"
1579,Flatscreen TV,Electronics,,300.0,2025-02-12 13:53:53,"53686 Elizabeth Isle, Delacruzberg, IN 37773"
1580,Coffee Maker,Home Appliances,2.0,89.99,2025-03-31 02:11:00,"PSC 6428, Box 6759, APO AP 65107"
1581,T-Shirt,Clothing,4.0,19.99,2025-03-06 00:45:53,"69954 Hurst Canyon, Lake Robin, CA 72009"
1582,AAA Batteries (4-pack),Electronics,2.0,5.49,2025-03-15 00:48:00,"78507 Anthony Key Suite 666, Kimberlyside, VA 83000"
1583,Coffee Maker,Home Appliances,5.0,89.99,2025-04-12 22:22:29,"27537 Lisa Walk, North Matthew, HI 08308"
1584,Google Home Mini,Electronics,,49.99,2025-03-25 01:57:16,"175 Michael Oval, Michaelchester, OR 52235"
1585,Google Home Mini,Electronics,4.0,49.99,2025-01-25 22:18:35,"21128 Grant Rest Suite 421, East Gregoryside, DC 72175"
1586,Flatscreen TV,Electronics,,300.0,2025-02-27 17:44:04,"46902 Linda Expressway, Lake Nathan, ND 45892"
1587,Flatscreen TV,Electronics,,300.0,2025-03-29 00:51:21,"53062 Gibson Fields Suite 671, Garrettside, OR 94282"
1588,Google Home Mini,Electronics,,49.99,2025-01-24 10:07:46,"5117 Jessica Tunnel, Janeton, NY 43371"
1589,AAA Batteries (4-pack),Electronics,2.0,5.49,2025-03-31 00:09:31,"82103 Harrison Trail, Randallview, MD 26716"
1590,Flatscreen TV,Electronics,4.0,300.0,2025-02-20 18:48:21,"7385 Steven Island, East Kenneth, WI 77523"
1591,USB-C Charging Cable,Electronics,4.0,11.95,2025-03-15 10:35:21,"17119 Kidd Mill, North Juliaview, UT 49759"
1592,Coffee Maker,Home Appliances,1.0,89.99,2025-01-19 03:48:39,"110 Gibbs Station Suite 692, Keithland, MS 97192"
1593,Google Home Mini,Electronics,,49.99,2025-02-04 05:35:55,"329 Cody Lake, New Kellyton, PA 27597"
1594,ThinkPad Laptop,Electronics,2.0,999.99,2025-02-28 11:30:14,"61866 Jonathan Prairie, Susanville, ME 19881"
1595,Google Home Mini,Electronics,3.0,49.99,2025-03-14 17:34:38,"625 Morales Cape, Wrighttown, NY 69086"
1596,AAA Batteries (4-pack),Electronics,5.0,5.49,2025-03-02 04:08:40,"195 Christian Forges, Jacobston, MD 17976"
1597,Google Home Mini,Electronics,2.0,49.99,2025-02-28 17:02:49,"4488 Kathy Motorway Apt. 896, Ashleyville, OK 42957"
1598,Coffee Maker,Home Appliances,3.0,89.99,2025-01-18 17:10:56,"63395 Brooks Villages Apt. 901, Daltonmouth, GA 26346"
1599,Coffee Maker,Home Appliances,5.0,89.99,2025-02-16 11:13:09,"14786 Dylan Stravenue Suite 678, Port Tara, PA 55497"
1600,Coffee Maker,Home Appliances,3.0,89.99,2025-02-06 11:28:26,"80127 Andrew Pass Suite 631, Port Leslie, IN 54031"
1601,USB-C Charging Cable,Electronics,,11.95,2025-03-07 20:55:24,"2294 King Knoll, Wallaceton, MD 30741"
1602,Wool Socks,Clothing,,7.99,2025-02-08 09:30:30,"44361 Aaron Avenue, Rayfort, MT 80816"
1603,Flatscreen TV,Electronics,2.0,300.0,2025-03-27 08:15:55,"0614 Skinner Isle Suite 078, Johnfort, ID 98576"
1604,Coffee Maker,Home Appliances,1.0,89.99,2025-02-24 10:13:45,"35441 Evans Turnpike, Walterston, WV 85396"
1605,T-Shirt,Clothing,4.0,19.99,2025-03-29 19:22:41,"4879 Simmons Valleys Suite 039, Lindabury, AL 81582"
1606,Flatscreen TV,Electronics,,300.0,2025-03-11 01:41:50,"47686 Lee Wall Apt. 141, North Amy, ND 78968"
1607,AAA Batteries (4-pack),Electronics,3.0,5.49,2025-01-24 10:55:08,"428 Paul Extension, Davidshire, OH 00701"
1608,AAA Batteries (4-pack),Electronics,4.0,5.49,2025-02-18 17:25:23,"821 Garcia Pines, New Alexisport, OK 62082"
1609,AAA Batteries (4-pack),Electronics,3.0,5.49,2025-03-24 04:35:30,"029 Thompson Path, East Davidshire, CT 48767"
1610,Bose Headphones,Electronics,1.0,99.99,2025-03-13 23:27:16,"28437 Harry Walk, New Jeffreyhaven, MI 03545"
1611,Coffee Maker,Home Appliances,3.0,89.99,2025-04-08 22:36:34,"9000 Rachel Branch, West Mandy, CO 77288"
1612,Wool Socks,Clothing,5.0,7.99,2025-04-15 10:55:59,"28215 Loretta Village Suite 384, North Margaretport, DC 39310"
1613,Coffee Maker,Home Appliances,2.0,89.99,2025-01-20 02:59:34,"8523 Alvarado Forges, Reynoldsport, CA 51114"
1614,Google Home Mini,Electronics,,49.99,2025-03-09 00:44:39,"11894 Martinez Forks, Lake Carol, NM 51722"
1615,Blender,Home Appliances,,39.99,2025-02-10 23:52:32,"70821 York Plains, Estradachester, NV 99051"
1616,ThinkPad Laptop,Electronics,1.0,999.99,2025-04-13 05:30:33,"134 Yolanda Alley Suite 234, Port Haroldland, AK 98060"
1617,USB-C Charging Cable,Electronics,5.0,11.95,2025-02-04 14:34:45,"20140 David Parks Suite 860, Port Davidland, MN 10748"
1618,Google Home Mini,Electronics,1.0,49.99,2025-03-11 02:16:47,"7524 Ryan Cliffs, New Davidtown, UT 88086"
1619,Bose Headphones,Electronics,2.0,99.99,2025-03-15 14:11:04,"255 David Club, Lake Jessica, OR 79209"
1620,USB-C Charging Cable,Electronics,3.0,11.95,2025-04-11 12:15:25,"1755 Shaffer Causeway Suite 252, Torresbury, AR 39991"
1621,Wool Socks,Clothing,,7.99,2025-03-02 18:52:51,"7619 Gary Way, Jaimebury, MI 76593"
1622,Google Home Mini,Electronics,4.0,49.99,2025-01-24 04:52:31,"94646 Robert Track, Tyronechester, OH 35566"
1623,AAA Batteries (4-pack),Electronics,3.0,5.49,2025-04-18 02:27:12,"448 Wilson Bypass Suite 273, North Taylor, TN 38295"
1624,Flatscreen TV,Electronics,2.0,300.0,2025-03-27 02:54:34,"PSC 0584, Box 0575, APO AP 43391"
1625,Wool Socks,Clothing,,7.99,2025-02-12 13:26:12,"092 Stephens Glen, Amandafurt, UT 60478"
1626,USB-C Charging Cable,Electronics,,11.95,2025-04-01 22:38:12,"905 Johnson Road Suite 959, Port Melissa, IL 70942"
1627,AAA Batteries (4-pack),Electronics,,5.49,2025-04-16 20:31:33,"PSC 3064, Box 9794, APO AP 34050"
1628,Blender,Home Appliances,2.0,39.99,2025-03-07 19:00:51,"16382 Jessica Junctions, Brandonland, AL 90796"
1629,Flatscreen TV,Electronics,5.0,300.0,2025-01-27 21:04:15,"USCGC Burch, FPO AA 83039"
1630,Blender,Home Appliances,1.0,39.99,2025-04-04 01:45:25,"426 Brett Pine Suite 541, Brightmouth, RI 42840"
1631,USB-C Charging Cable,Electronics,3.0,11.95,2025-02-01 01:21:14,"Unit 4654 Box 3083, DPO AE 72931"
1632,Bose Headphones,Electronics,2.0,99.99,2025-01-31 15:37:12,"0670 Barbara Islands Suite 417, Parkerburgh, NV 90591"
1633,Bose Headphones,Electronics,1.0,99.99,2025-03-12 05:28:46,"238 Fleming Way, Joshuahaven, KY 28234"
1634,Blender,Home Appliances,3.0,39.99,2025-02-02 23:49:05,"Unit 5064 Box 7415, DPO AA 18364"
1635,USB-C Charging Cable,Electronics,4.0,11.95,2025-04-08 15:40:42,"963 Frank Pike, West Tamara, TX 72640"
1636,ThinkPad Laptop,Electronics,4.0,999.99,2025-02-11 08:03:34,"4793 Romero Gateway Suite 816, Robertside, WI 14059"
1637,USB-C Charging Cable,Electronics,2.0,11.95,2025-03-09 01:33:40,"6611 Gutierrez Lights, North Sharon, NY 67642"
1638,USB-C Charging Cable,Electronics,3.0,11.95,2025-03-09 10:22:16,"06660 Amy Throughway, Gardnerbury, DC 90255"
1639,Blender,Home Appliances,2.0,39.99,2025-04-16 03:29:30,"PSC 9360, Box 9908, APO AA 88909"
1640,Blender,Home Appliances,2.0,39.99,2025-04-17 21:22:30,"PSC 1846, Box 8164, APO AA 64014"
1641,AAA Batteries (4-pack),Electronics,5.0,5.49,2025-02-11 03:27:47,"PSC 8800, Box 5702, APO AE 42162"
1642,Wool Socks,Clothing,1.0,7.99,2025-01-25 19:56:48,"30763 Villegas Mills, Whiteport, MN 72872"
1643,Flatscreen TV,Electronics,1.0,300.0,2025-01-29 18:57:01,"17576 Charles Pines Apt. 540, Parsonsbury, NY 14494"
1644,USB-C Charging Cable,Electronics,1.0,11.95,2025-04-03 10:43:35,"7472 John Radial, Brandonfurt, CA 94550"
1645,Coffee Maker,Home Appliances,1.0,89.99,2025-04-01 09:09:03,
1646,Wool Socks,Clothing,4.0,7.99,2025-04-06 10:31:42,"613 Kelly Shoal, Kevinstad, OR 15339"
1647,Wool Socks,Clothing,,7.99,2025-01-24 10:35:40,"34904 Ray Meadow Apt. 371, Houstonshire, WA 94390"
